ID	Name	Genes	Length
4953	GO:1903047 mitotic cell cycle process	orf19.4206;orf19.3248;orf19.5551;orf19.5873;orf19.5292;orf19.3551;orf19.1674;orf19.4616;orf19.5053;orf19.564;orf19.5166;orf19.4545;orf19.2873;orf19.1988;orf19.6536;orf19.926;orf19.7186;orf19.2326;orf19.3013;orf19.6670;orf19.3080;orf19.3873;orf19.6789;orf19.1941;orf19.6610;orf19.6034;orf19.7359;orf19.6787;orf19.953.1;orf19.2929;orf19.6506;orf19.3235;orf19.3761;orf19.6010;orf19.6011;orf19.7510;orf19.5188;orf19.2641;orf19.5691;orf19.96;orf19.5320;orf19.2000;orf19.7079;orf19.2340;orf19.7201;orf19.5934;orf19.643;orf19.1185;orf19.2772;orf19.1754;orf19.4427;orf19.576;orf19.2216;orf19.5441;orf19.2655;orf19.7621;orf19.4367;orf19.233.1;orf19.2549;orf19.5388;orf19.6924;orf19.3976;orf19.3752;orf19.7353;orf19.3944;orf19.1367;orf19.4208;orf19.5528;orf19.4192;orf19.6573;orf19.4349;orf19.1622;orf19.7053;orf19.712;orf19.2190;orf19.6537;orf19.3494;orf19.5163;orf19.6915;orf19.5903;orf19.964;orf19.6463;orf19.3474;orf19.6163;orf19.4725;orf19.3359;orf19.3071;orf19.5765;orf19.5569;orf19.4105;orf19.7634;orf19.2289;orf19.7402;orf19.7067;orf19.886;orf19.1428;orf19.1448.1;orf19.6240;orf19.1648;orf19.6913;orf19.6133;orf19.5001;orf19.5701;orf19.122;orf19.1960;orf19.6801;orf19.5335;orf19.7477;orf19.5182;orf19.3854;orf19.327;orf19.3239;orf19.658;orf19.5160;orf19.5011;orf19.866;orf19.6080;orf19.4275;orf19.2876;orf19.2534;orf19.807;orf19.7083;orf19.5855;orf19.3415;orf19.3680;orf19.976;orf19.4988;orf19.2678;orf19.5200;orf19.5376;orf19.7564;orf19.3476;orf19.7377;orf19.5675;orf19.6362;orf19.6851;orf19.548;orf19.4353;orf19.6810;orf19.4927;orf19.1238;orf19.1434;orf19.955;orf19.5485;orf19.5325;orf19.2827;orf19.3669;orf19.7227;orf19.5919;orf19.1446;orf19.3174;orf19.5999;orf19.3000;orf19.2763;orf19.17;orf19.3301;orf19.2622;orf19.2642;orf19.2835;orf19.3765;orf19.596.2;orf19.5015;orf19.7232;orf19.4308;orf19.7537;orf19.5242;orf19.5827;orf19.3556;orf19.6792;orf19.3561;orf19.5007;orf19.4557;orf19.3856;orf19.6529;orf19.2369;orf19.1468;orf19.5087;orf19.6285;orf19.663;orf19.6124;orf19.793;orf19.1507;orf19.3788;orf19.1055;orf19.2843;orf19.3356;orf19.1835;orf19.4413;orf19.3623;orf19.2611;orf19.6933;orf19.1192;orf19.6170;orf19.7124;orf19.4354;orf19.5664;orf19.3169;orf19.7489;orf19.2832;orf19.5534;orf19.6936;orf19.2389;orf19.262;orf19.4438;orf19.7017;orf19.7586;orf19.7195;orf19.4675;orf19.3300;orf19.2416.1;orf19.486;orf19.6821;orf19.20;orf19.2443;orf19.7136;orf19.2365;orf19.4837;orf19.5389;orf19.5580;orf19.5008.1;orf19.4906;orf19.7035;orf19.7308;orf19.1842;orf19.2600;orf19.1040;orf19.3088;orf19.1251;orf19.245;orf19.3469;orf19.6046;orf19.57;orf19.4473;orf19.3550;orf19.3613;orf19.4867;orf19.1223;orf19.4597;orf19.3001;orf19.3641;orf19.5410;orf19.3231;orf19.4435;orf19.2099;orf19.4242;orf19.6719;orf19.3014;orf19.676;orf19.3130;orf19.1482;orf19.5035;orf19.3697;orf19.2180;orf19.1418;orf19.4257;orf19.6357;orf19.6414.3;orf19.738;orf19.7342;orf19.6910;orf19.2614;orf19.3207;orf19.3459;orf19.1901;orf19.4855;orf19.6155;orf19.2093;orf19.940;orf19.3545;orf19.2728;orf19.1220;orf19.2889;orf19.6846;orf19.6424;orf19.1834;orf19.6294;orf19.1683;orf19.2434;orf19.7293;orf19.6247;orf19.5076;orf19.6437;orf19.1283;orf19.2559;orf19.485;orf19.1668;orf19.6213;orf19.4136;orf19.5901;orf19.7065;orf19.708;orf19.1936;orf19.3871;orf19.1883;orf19.1730;orf19.210;orf19.504	297
4954	GO:1903050 regulation of proteolysis involved in protein catabolic process	orf19.5954;orf19.3628;orf19.2084;orf19.5942;orf19.122;orf19.2290;orf19.5675;orf19.2182;orf19.3856;orf19.6063;orf19.1802;orf19.2544;orf19.5196;orf19.1668;orf19.4824	15
4955	GO:1903051 negative regulation of proteolysis involved in protein catabolic process	orf19.5675;orf19.3856;orf19.6063;orf19.2544;orf19.5196;orf19.1668;orf19.4824	7
4956	GO:1903052 positive regulation of proteolysis involved in protein catabolic process	orf19.5954;orf19.3628;orf19.2084;orf19.5942;orf19.122;orf19.2290;orf19.1802	7
4957	GO:1903066 regulation of protein localization to cell tip	orf19.677	1
4958	GO:1903068 positive regulation of protein localization to cell tip	orf19.677	1
4959	GO:1903076 regulation of protein localization to plasma membrane	orf19.3628;orf19.4036;orf19.677	3
4960	GO:1903077 negative regulation of protein localization to plasma membrane	orf19.3628	1
4961	GO:1903078 positive regulation of protein localization to plasma membrane	orf19.677	1
4962	GO:1903083 protein localization to condensed chromosome	orf19.6610;orf19.2216;orf19.6924;orf19.1367;orf19.4192;orf19.3474;orf19.2678;orf19.2827;orf19.4557;orf19.6285;orf19.7483;orf19.6357;orf19.7293;orf19.5506	14
4963	GO:1903087 mitotic spindle pole body duplication	orf19.6034;orf19.485	2
4964	GO:1903108 regulation of mitochondrial transcription	orf19.1528	1
4965	GO:1903109 positive regulation of mitochondrial transcription	orf19.1528	1
4966	GO:1903119 protein localization to actin cytoskeleton	orf19.4927;orf19.2699;orf19.5015;orf19.5664;orf19.6294	5
4967	GO:1903137 regulation of cell wall integrity MAPK cascade	orf19.5627	1
4968	GO:1903138 negative regulation of cell wall integrity MAPK cascade	orf19.5627	1
4969	GO:1903146 regulation of autophagy of mitochondrion	orf19.7281;orf19.5459;orf19.7067;orf19.3705;orf19.3929;orf19.3613	6
4970	GO:1903147 negative regulation of autophagy of mitochondrion	orf19.7067;orf19.3929;orf19.3613	3
4971	GO:1903169 regulation of calcium ion transmembrane transport	orf19.7523;orf19.4726;orf19.6033	3
4972	GO:1903170 negative regulation of calcium ion transmembrane transport	orf19.4726;orf19.6033	2
4973	GO:1903173 fatty alcohol metabolic process	orf19.2899	1
4974	GO:1903201 regulation of oxidative stress-induced cell death	orf19.2040;orf19.5180;orf19.2825	3
4975	GO:1903202 negative regulation of oxidative stress-induced cell death	orf19.2825	1
4976	GO:1903205 regulation of hydrogen peroxide-induced cell death	orf19.2040;orf19.5180;orf19.2825	3
4977	GO:1903206 negative regulation of hydrogen peroxide-induced cell death	orf19.2825	1
4978	GO:1903209 positive regulation of oxidative stress-induced cell death	orf19.2040	1
4979	GO:1903222 quinolinic acid transmembrane transport	orf19.4335	1
4980	GO:1903241 U2-type prespliceosome assembly	orf19.5767	1
4981	GO:1903256 selenoneine metabolic process	orf19.2988	1
4982	GO:1903257 selenoneine biosynthetic process	orf19.2988	1
4983	GO:1903260 protein localization to mating projection tip	orf19.799;orf19.5015	2
4984	GO:1903270 regulation of cytoplasmic translational elongation through polyproline stretches	orf19.3426	1
4985	GO:1903272 positive regulation of cytoplasmic translational elongation through polyproline stretches	orf19.3426	1
4986	GO:1903311 regulation of mRNA metabolic process	orf19.4537;orf19.6858;orf19.3333;orf19.5627;orf19.145;orf19.4078;orf19.1378;orf19.5381;orf19.1084;orf19.329;orf19.2387;orf19.81;orf19.1876;orf19.5989;orf19.6906;orf19.5459;orf19.4278;orf19.6494;orf19.58;orf19.1531;orf19.7285;orf19.6259;orf19.1939;orf19.4991;orf19.2436;orf19.285;orf19.4106;orf19.1795;orf19.5224;orf19.939;orf19.3788.1;orf19.4969;orf19.429;orf19.6790;orf19.5334;orf19.3347;orf19.5101;orf19.1802;orf19.7290;orf19.171;orf19.7136;orf19.3037;orf19.7048.1;orf19.1335;orf19.4262;orf19.7368;orf19.6075;orf19.3449;orf19.5901	49
4987	GO:1903312 negative regulation of mRNA metabolic process	orf19.3333;orf19.5627;orf19.2387;orf19.285;orf19.3788.1;orf19.3037	6
4988	GO:1903313 positive regulation of mRNA metabolic process	orf19.6858;orf19.145;orf19.4078;orf19.1378;orf19.5381;orf19.1084;orf19.81;orf19.1876;orf19.5989;orf19.6906;orf19.5459;orf19.6494;orf19.58;orf19.6259;orf19.4991;orf19.2436;orf19.4106;orf19.1795;orf19.4969;orf19.429;orf19.6790;orf19.3347;orf19.5101;orf19.1802;orf19.7290;orf19.171;orf19.7048.1;orf19.1335;orf19.4262;orf19.6075;orf19.3449	31
4989	GO:1903314 regulation of nitrogen cycle metabolic process	orf19.3252	1
4990	GO:1903316 positive regulation of nitrogen cycle metabolic process	orf19.3252	1
4991	GO:1903317 regulation of protein maturation	orf19.3185;orf19.6045;orf19.3176	3
4992	GO:1903319 positive regulation of protein maturation	orf19.3185;orf19.6045	2
4993	GO:1903320 regulation of protein modification by small protein conjugation or removal	orf19.5954;orf19.2326;orf19.2983;orf19.7047;orf19.3342;orf19.2340;orf19.2655;orf19.5056;orf19.6222;orf19.2084;orf19.7067;orf19.122;orf19.4284;orf19.3681;orf19.1191;orf19.2343;orf19.4106;orf19.2901;orf19.7367;orf19.7116;orf19.5965;orf19.1040;orf19.3345;orf19.3613;orf19.3014;orf19.5085;orf19.6822	27
4994	GO:1903321 negative regulation of protein modification by small protein conjugation or removal	orf19.1191;orf19.2343;orf19.4106;orf19.7367;orf19.3345;orf19.3014	6
4995	GO:1903322 positive regulation of protein modification by small protein conjugation or removal	orf19.5954;orf19.2326;orf19.3342;orf19.2340;orf19.2655;orf19.5056;orf19.6222;orf19.2084;orf19.122;orf19.4284;orf19.5965;orf19.1040;orf19.6822	13
4996	GO:1903326 regulation of tRNA metabolic process	orf19.3628	1
4997	GO:1903329 regulation of iron-sulfur cluster assembly	orf19.3854	1
4998	GO:1903335 regulation of vacuolar transport	orf19.454;orf19.3476;orf19.1759;orf19.3912;orf19.6243	5
4999	GO:1903338 regulation of cell wall organization or biogenesis	orf19.6629;orf19.7397;orf19.2204.2;orf19.399;orf19.906;orf19.6906;orf19.7523;orf19.5162;orf19.6016;orf19.5200;orf19.3959;orf19.308;orf19.3796;orf19.5960;orf19.4866;orf19.6889;orf19.2843;orf19.7001;orf19.7489;orf19.173;orf19.4909;orf19.5058;orf19.7115;orf19.5901	24
5000	GO:1903341 regulation of meiotic DNA double-strand break formation	orf19.3018;orf19.2740;orf19.1622;orf19.3494;orf19.3457;orf19.3561;orf19.3856;orf19.3623;orf19.5580;orf19.6009;orf19.1883	11
5001	GO:1903342 negative regulation of meiotic DNA double-strand break formation	orf19.1622;orf19.3494;orf19.3623;orf19.1883	4
5002	GO:1903343 positive regulation of meiotic DNA double-strand break formation	orf19.3561;orf19.3856	2
5003	GO:1903352 L-ornithine transmembrane transport	orf19.4447;orf19.5926	2
5004	GO:1903353 regulation of nucleus organization	orf19.6010	1
5005	GO:1903358 regulation of Golgi organization	orf19.3476	1
5006	GO:1903379 regulation of mitotic chromosome condensation	orf19.829;orf19.670;orf19.3474;orf19.5160;orf19.5200;orf19.5325;orf19.2835;orf19.3856;orf19.6424	9
5007	GO:1903380 positive regulation of mitotic chromosome condensation	orf19.3474;orf19.5325;orf19.3856	3
5008	GO:1903395 regulation of secondary cell septum biogenesis	orf19.2843	1
5009	GO:1903401 L-lysine transmembrane transport	orf19.1210;orf19.4304;orf19.6993;orf19.1142;orf19.1308	5
5010	GO:1903424 fluoride transmembrane transport	orf19.7095	1
5011	GO:1903432 regulation of TORC1 signaling	orf19.3617;orf19.4775;orf19.316;orf19.7036;orf19.764;orf19.2186;orf19.5459;orf19.1567;orf19.6444;orf19.6913;orf19.6508;orf19.5383;orf19.2406;orf19.5897;orf19.5328;orf19.5406;orf19.7629;orf19.328;orf19.2949;orf19.871;orf19.2560;orf19.1936;orf19.3241	23
5012	GO:1903436 regulation of mitotic cytokinetic process	orf19.6536;orf19.906;orf19.5528;orf19.4192;orf19.2084;orf19.1619;orf19.6842;orf19.3856;orf19.6285;orf19.2843;orf19.5664;orf19.6821;orf19.1223;orf19.3001;orf19.4242;orf19.3545;orf19.6033	17
5013	GO:1903437 negative regulation of mitotic cytokinetic process	orf19.3856;orf19.4242	2
5014	GO:1903438 positive regulation of mitotic cytokinetic process	orf19.906;orf19.5528;orf19.4192;orf19.2084;orf19.6842;orf19.6285;orf19.2843;orf19.5664;orf19.6821;orf19.1223;orf19.3001;orf19.3545;orf19.6033	13
5015	GO:1903450 regulation of G1 to G0 transition	orf19.7036;orf19.4662;orf19.7044;orf19.4991;orf19.285;orf19.3959	6
5016	GO:1903452 positive regulation of G1 to G0 transition	orf19.7036;orf19.7044;orf19.285	3
5017	GO:1903457 lactate catabolic process	orf19.6755;orf19.6043;orf19.300	3
5018	GO:1903459 mitotic DNA replication lagging strand elongation	orf19.4616;orf19.5182	2
5019	GO:1903460 mitotic DNA replication leading strand elongation	orf19.2365	1
5020	GO:1903461 Okazaki fragment processing involved in mitotic DNA replication	orf19.1192;orf19.6155;orf19.6247	3
5021	GO:1903463 regulation of mitotic cell cycle DNA replication	orf19.5166;orf19.427;orf19.5242;orf19.3856;orf19.6936;orf19.5389;orf19.2559	7
5022	GO:1903464 negative regulation of mitotic cell cycle DNA replication	orf19.427;orf19.3856;orf19.2559	3
5023	GO:1903465 positive regulation of mitotic cell cycle DNA replication	orf19.5166;orf19.5242;orf19.5389	3
5024	GO:1903466 regulation of mitotic DNA replication initiation	orf19.5166;orf19.427;orf19.5242;orf19.3856;orf19.6936;orf19.5389;orf19.2559	7
5025	GO:1903467 negative regulation of mitotic DNA replication initiation	orf19.427;orf19.3856;orf19.2559	3
5026	GO:1903468 positive regulation of DNA replication initiation	orf19.5166;orf19.5242;orf19.5389	3
5027	GO:1903469 removal of RNA primer involved in mitotic DNA replication	orf19.6133	1
5028	GO:1903471 regulation of mitotic actomyosin contractile ring contraction	orf19.6536;orf19.5528;orf19.2843;orf19.5664;orf19.1223;orf19.4242;orf19.6033	7
5029	GO:1903472 negative regulation of mitotic actomyosin contractile ring contraction	orf19.4242	1
5030	GO:1903473 positive regulation of mitotic actomyosin contractile ring contraction	orf19.5528;orf19.1223;orf19.6033	3
5031	GO:1903475 mitotic actomyosin contractile ring assembly	orf19.6536;orf19.3013;orf19.953.1;orf19.3235;orf19.3680;orf19.4927;orf19.7537;orf19.5007;orf19.7124;orf19.5664;orf19.2416.1;orf19.4597;orf19.6414.3;orf19.1220;orf19.6294;orf19.5076	16
5032	GO:1903476 protein localization to cell division site involved in mitotic actomyosin contractile ring assembly	orf19.6536;orf19.5664;orf19.2416.1	3
5033	GO:1903477 mitotic contractile ring actin filament bundle assembly	orf19.6536	1
5034	GO:1903478 actin filament bundle convergence involved in mitotic contractile ring assembly	orf19.6536	1
5035	GO:1903479 mitotic actomyosin contractile ring assembly actin filament organization	orf19.6536;orf19.2289;orf19.4927;orf19.2416.1;orf19.5076	5
5036	GO:1903490 positive regulation of mitotic cytokinesis	orf19.6010;orf19.906;orf19.5528;orf19.4192;orf19.2084;orf19.6842;orf19.6285;orf19.2843;orf19.5664;orf19.6821;orf19.1223;orf19.3001;orf19.3545;orf19.6033	14
5037	GO:1903499 regulation of mitotic actomyosin contractile ring assembly	orf19.906;orf19.4192;orf19.6842;orf19.3856;orf19.6285;orf19.2843	6
5038	GO:1903500 negative regulation of mitotic actomyosin contractile ring assembly	orf19.3856	1
5039	GO:1903501 positive regulation of mitotic actomyosin contractile ring assembly	orf19.906;orf19.4192;orf19.6842;orf19.6285;orf19.2843	5
5040	GO:1903504 regulation of mitotic spindle checkpoint	orf19.2084;orf19.3474;orf19.1468;orf19.6285;orf19.6357	5
5041	GO:1903506 regulation of nucleic acid-templated transcription	orf19.536;orf19.5501;orf19.7247;orf19.5297;orf19.1755;orf19.4853;orf19.971;orf19.7417;orf19.5338;orf19.4537;orf19.2646;orf19.3593;orf19.1343;orf19.878;orf19.1059;orf19.5350;orf19.796;orf19.3018;orf19.1261;orf19.6798;orf19.4545;orf19.2402;orf19.439;orf19.3865;orf19.517;orf19.7221;orf19.6850;orf19.4775;orf19.4054;orf19.3256;orf19.1528;orf19.4450;orf19.684;orf19.4801;orf19.4568;orf19.4788;orf19.798;orf19.3609;orf19.3333;orf19.6710;orf19.829;orf19.2743;orf19.7397;orf19.4722;orf19.139;orf19.4411;orf19.5908;orf19.2095;orf19.5548;orf19.1623;orf19.7491;orf19.4297;orf19.1032;orf19.6539;orf19.3612;orf19.6250;orf19.1897;orf19.7359;orf19.6506;orf19.3787;orf19.3059;orf19.2983;orf19.1526;orf19.2747;orf19.1457;orf19.7397.3;orf19.6010;orf19.6011;orf19.316;orf19.6649;orf19.1822;orf19.1084;orf19.5992;orf19.2711.1;orf19.2834;orf19.719;orf19.96;orf19.7047;orf19.4342;orf19.1041;orf19.1035;orf19.1396;orf19.723;orf19.5251;orf19.2361;orf19.3833;orf19.454;orf19.3123;orf19.3628;orf19.7468;orf19.831;orf19.4084;orf19.5148;orf19.2772;orf19.5377;orf19.7036;orf19.6824;orf19.2458;orf19.7652;orf19.1754;orf19.7570;orf19.1377;orf19.6781;orf19.5137.1;orf19.1093;orf19.6795;orf19.3659;orf19.3519;orf19.736;orf19.6874;orf19.5910;orf19.5416;orf19.1496;orf19.1718;orf19.6220;orf19.4662;orf19.3986;orf19.7372;orf19.2808;orf19.5388;orf19.3568;orf19.7382;orf19.2823;orf19.3876;orf19.4649;orf19.3809;orf19.3715;orf19.801;orf19.6667;orf19.388;orf19.3405;orf19.2012;orf19.5729;orf19.1259;orf19.441;orf19.7355;orf19.705;orf19.4941;orf19.2280;orf19.3434;orf19.4681;orf19.2857;orf19.7215;orf19.808;orf19.2064;orf19.5285;orf19.7044;orf19.2612;orf19.7034;orf19.5825;orf19.6373;orf19.232;orf19.4524;orf19.5133;orf19.3136;orf19.861;orf19.6182;orf19.5734;orf19.2753;orf19.4573;orf19.4295;orf19.2026;orf19.4439.1;orf19.2711;orf19.1878;orf19.1187;orf19.4123;orf19.2736;orf19.3129;orf19.3428;orf19.1589;orf19.166;orf19.2423;orf19.3949;orf19.48;orf19.5241;orf19.2277;orf19.3552;orf19.3555;orf19.7516;orf19.5498;orf19.487;orf19.4282;orf19.2393;orf19.3102;orf19.927;orf19.4701;orf19.4278;orf19.1973;orf19.4348;orf19.6915;orf19.4776;orf19.3190;orf19.4627;orf19.3407;orf19.6716;orf19.3023;orf19.7165;orf19.4166;orf19.2842;orf19.1494;orf19.5107;orf19.1481;orf19.5268;orf19.2272;orf19.4725;orf19.3359;orf19.1604;orf19.921;orf19.794;orf19.6121;orf19.3530;orf19.2473;orf19.5938;orf19.837.1;orf19.1298;orf19.5755;orf19.4125;orf19.2745;orf19.1451;orf19.2088;orf19.1633;orf19.7067;orf19.1826;orf19.6985;orf19.1228;orf19.4000;orf19.1543;orf19.4318;orf19.909;orf19.6742;orf19.1926;orf19.6296;orf19.2770.1;orf19.1729;orf19.2748;orf19.3794;orf19.6393;orf19.1028;orf19.3200;orf19.1007;orf19.1499;orf19.5001;orf19.1960;orf19.2623;orf19.4766;orf19.6801;orf19.718;orf19.1166;orf19.4497;orf19.2146;orf19.896;orf19.4863;orf19.2173;orf19.327;orf19.1619;orf19.3193;orf19.6080;orf19.1971;orf19.4275;orf19.5558;orf19.2876;orf19.2933;orf19.6109;orf19.4284;orf19.740;orf19.807;orf19.2545;orf19.6193;orf19.5855;orf19.6722;orf19.7046;orf19.1621;orf19.1527;orf19.5343;orf19.4145;orf19.7150;orf19.5093;orf19.2236;orf19.1135;orf19.1934;orf19.4542;orf19.976;orf19.4594;orf19.3035;orf19.3473;orf19.2320;orf19.3581;orf19.2961;orf19.3291;orf19.5181;orf19.2290;orf19.3942;orf19.539;orf19.132;orf19.1808;orf19.6601.1;orf19.4585;orf19.2406;orf19.1759;orf19.7068;orf19.7198;orf19.4394;orf19.5917;orf19.4251;orf19.255;orf19.6909;orf19.681;orf19.3315;orf19.2379;orf19.482;orf19.6252;orf19.4998;orf19.5617;orf19.5657;orf19.3319;orf19.7317;orf19.2752;orf19.607;orf19.542;orf19.1177;orf19.2697;orf19.4767;orf19.3317;orf19.3669;orf19.1560;orf19.1227;orf19.7344;orf19.3912;orf19.7371;orf19.2087;orf19.3928;orf19.3188;orf19.7360;orf19.2356;orf19.4959;orf19.3688;orf19.1856;orf19.3753;orf19.1282;orf19.7234;orf19.7398.1;orf19.2907.1;orf19.7116;orf19.4252;orf19.387;orf19.4012;orf19.497;orf19.3670;orf19.5210;orf19.3301;orf19.5326;orf19.4972;orf19.5031;orf19.5793;orf19.4436;orf19.1429;orf19.2014;orf19.6845;orf19.3523;orf19.5924;orf19.4752;orf19.6792;orf19.1685;orf19.3561;orf19.4062;orf19.3856;orf19.7599;orf19.6102;orf19.5768;orf19.3759;orf19.5034;orf19.1468;orf19.6285;orf19.3187;orf19.6112;orf19.391;orf19.2260;orf19.6124;orf19.793;orf19.3947;orf19.3399;orf19.2385;orf19.4647;orf19.6291;orf19.4890;orf19.203;orf19.4437;orf19.1453;orf19.5623;orf19.4969;orf19.2331;orf19.1773;orf19.5097;orf19.7489.3;orf19.7401;orf19.5666;orf19.3048;orf19.2054;orf19.7521;orf19.4301;orf19.4590;orf19.5408;orf19.3722;orf19.6645;orf19.7119;orf19.5846;orf19.130;orf19.1150;orf19.5105;orf19.3047;orf19.4615;orf19.7518;orf19.3127;orf19.5286;orf19.7387;orf19.211;orf19.239;orf19.2660;orf19.6888;orf19.4884;orf19.3012;orf19.6952;orf19.4438;orf19.748;orf19.2391;orf19.147;orf19.4869;orf19.7017;orf19.5101;orf19.2315;orf19.513;orf19.7025;orf19.6726;orf19.4502;orf19.5406;orf19.3300;orf19.795;orf19.1802;orf19.3583;orf19.6817;orf19.3294;orf19.7680;orf19.173;orf19.4979;orf19.7136;orf19.7583;orf19.2471;orf19.1447;orf19.4961;orf19.6243;orf19.1069;orf19.1255;orf19.7529;orf19.3308;orf19.2399;orf19.4626;orf19.5597;orf19.5389;orf19.5871;orf19.4194;orf19.6038;orf19.5887;orf19.2287;orf19.6514;orf19.3252;orf19.4312;orf19.3328;orf19.3969;orf19.5849;orf19.6925;orf19.422;orf19.3401;orf19.7436;orf19.6203;orf19.1757;orf19.1734;orf19.3421.1;orf19.1168;orf19.3088;orf19.3281;orf19.5196;orf19.1497;orf19.3469;orf19.3613;orf19.2507;orf19.7329;orf19.6734;orf19.4056;orf19.4488;orf19.7454;orf19.4670;orf19.7319;orf19.2102;orf19.4091;orf19.2241;orf19.895;orf19.7381;orf19.5676;orf19.3055;orf19.5312;orf19.2111;orf19.469;orf19.2215;orf19.2099;orf19.1275;orf19.2884;orf19.2647;orf19.307;orf19.4242;orf19.6719;orf19.2688;orf19.2325;orf19.3964;orf19.6680;orf19.2005;orf19.4433;orf19.889;orf19.3305;orf19.155;orf19.5035;orf19.4778;orf19.1273;orf19.868;orf19.1577;orf19.4909;orf19.1751;orf19.6009;orf19.567;orf19.4222;orf19.2609;orf19.7548;orf19.5975;orf19.7539;orf19.5953;orf19.7492;orf19.4225;orf19.1854;orf19.2432;orf19.5651;orf19.2265;orf19.1133;orf19.2077;orf19.5940;orf19.6309;orf19.431;orf19.3201;orf19.6075;orf19.7374;orf19.7074;orf19.2889;orf19.6846;orf19.339;orf19.826;orf19.1051;orf19.1358;orf19.7501;orf19.5026;orf19.5436;orf19.3687;orf19.7238;orf19.5843;orf19.4288;orf19.5380;orf19.2119;orf19.2631;orf19.3027;orf19.2606;orf19.7420;orf19.5321;orf19.5541;orf19.1253;orf19.6900;orf19.1730;orf19.6239;orf19.504;orf19.610;orf19.10712;orf19.10708	579
5042	GO:1903507 negative regulation of nucleic acid-templated transcription	orf19.7247;orf19.1755;orf19.1343;orf19.1059;orf19.6798;orf19.4545;orf19.3865;orf19.4801;orf19.2743;orf19.7397;orf19.139;orf19.4411;orf19.2095;orf19.4297;orf19.1032;orf19.3612;orf19.6506;orf19.2747;orf19.6011;orf19.2711.1;orf19.719;orf19.7047;orf19.4342;orf19.2361;orf19.454;orf19.5148;orf19.7652;orf19.1754;orf19.1377;orf19.736;orf19.5416;orf19.3568;orf19.2823;orf19.6667;orf19.7355;orf19.4681;orf19.808;orf19.5285;orf19.5825;orf19.232;orf19.4295;orf19.2026;orf19.2736;orf19.2423;orf19.3949;orf19.2277;orf19.3552;orf19.5498;orf19.4278;orf19.4348;orf19.4627;orf19.4166;orf19.2842;orf19.1494;orf19.5268;orf19.794;orf19.2473;orf19.5755;orf19.2745;orf19.1451;orf19.1543;orf19.4318;orf19.6296;orf19.6801;orf19.4497;orf19.2173;orf19.2876;orf19.6109;orf19.2545;orf19.6722;orf19.1621;orf19.5343;orf19.4145;orf19.7150;orf19.2236;orf19.1934;orf19.2320;orf19.3291;orf19.3942;orf19.539;orf19.1759;orf19.6909;orf19.681;orf19.3319;orf19.1177;orf19.3669;orf19.7344;orf19.3912;orf19.2087;orf19.1856;orf19.5210;orf19.5326;orf19.3561;orf19.3856;orf19.6285;orf19.391;orf19.6124;orf19.793;orf19.3947;orf19.6291;orf19.4890;orf19.1453;orf19.1773;orf19.7489.3;orf19.7401;orf19.4590;orf19.5408;orf19.1150;orf19.5105;orf19.4615;orf19.5286;orf19.239;orf19.2660;orf19.6952;orf19.4438;orf19.4869;orf19.7017;orf19.7025;orf19.6726;orf19.4502;orf19.795;orf19.1802;orf19.4979;orf19.7136;orf19.1069;orf19.5389;orf19.2287;orf19.4312;orf19.5849;orf19.6925;orf19.1757;orf19.3421.1;orf19.5196;orf19.3613;orf19.7329;orf19.6734;orf19.4670;orf19.2241;orf19.2099;orf19.1275;orf19.4242;orf19.6719;orf19.2005;orf19.6009;orf19.7548;orf19.7492;orf19.4225;orf19.1854;orf19.2432;orf19.5651;orf19.5940;orf19.3201;orf19.6846;orf19.1051;orf19.1358;orf19.7238;orf19.2606;orf19.5541;orf19.610;orf19.10708	160
